fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,type_white
0.14560549,-0.8454287,-0.26334167,0.76347435,-0.26113564,-0.08673533,-0.36438432,0.20602761,-0.3657329,-0.41013077,-0.5789738,0.57372123
-0.32144144,-0.9650869,-0.539188,0.90969354,0.05241033,1.8721328,1.2752408,0.16625293,-0.5514508,-0.14007197,0.088753894,0.57372123
-0.86632985,-0.72577053,1.1848518,-0.8240488,-0.14711891,-0.7023796,-0.50542736,-0.6289445,0.50095046,-0.47764543,-0.7459055,0.57372123
-0.7106473,-1.0249159,0.012504628,-0.26006037,-0.46066487,0.36100593,0.02348399,-0.95365924,0.12951472,-0.6801896,0.67301536,0.57372123
-0.010077068,-1.0249159,0.633159,-0.80316037,-0.11861467,-0.36657363,0.1821574,-0.8012357,-0.18001504,-0.27510127,0.25568563,0.57372123
-0.86632985,-1.1445742,-0.19438015,0.15770885,-0.28963977,0.47294128,0.6229169,0.0039153416,2.3581307,-0.61267495,0.088753894,0.57372123
-0.32144144,-0.24713784,-0.3323032,1.2856859,-0.80271494,-0.47850892,-0.3291236,-0.5162957,-1.6038533,-1.0177633,1.0068789,0.57372123
0.14560549,-0.30696705,0.42627418,-0.78227186,0.16642706,-1.2060885,-1.5103589,0.6963977,1.1819174,-0.005042669,-0.8293718,-1.743007
1.235382,-0.42662507,0.4952357,-0.7196065,1.2495859,-0.59044427,-1.5632501,0.2523985,-0.42763886,1.0751929,0.58954906,-1.743007
-0.32144144,-0.9650869,-0.26334167,0.67992043,-0.26113564,1.2005209,2.227281,0.16625293,0.0057028197,-0.005042669,0.0052876365,0.57372123
0.30128768,0.5306402,-0.056456894,-0.6987181,0.3659563,-0.98221785,-0.73462224,0.36506712,0.25332662,0.062472384,-0.49550834,-1.743007
-0.3992829,-1.1445742,0.012504628,0.5128128,-0.63168985,-0.7583472,-0.6112096,0.13974965,0.43904448,-1.4903662,-0.41204208,0.57372123
0.6126525,0.94944364,0.4952357,-0.5942758,0.73651075,-1.0381855,-1.2282729,1.2596618,1.3057293,0.60259,0.17221937,-1.743007
-0.7106473,1.0092727,-1.2977655,-0.6569411,0.56548554,-0.08673533,-1.3340552,0.34517977,1.2438234,1.4802812,0.42261735,-1.743007
-0.477124,0.41098195,-0.056456894,-0.80316037,-0.40365648,-0.7023796,-0.25860205,-0.9105865,-0.5514508,-0.8152191,0.0052876365,0.57372123
-0.3992829,-0.5462833,0.08146636,-0.5316103,0.023906197,1.2005209,1.0107851,-0.43015012,-1.2324177,-0.34261614,-0.8293718,0.57372123
-0.5549651,0.111836664,0.42627418,0.9932473,-0.80271494,-0.59044427,-0.59357923,-0.6488319,-0.7371701,-0.6801896,1.3407431,0.57372123
0.067764394,-0.72577053,0.633159,2.0794473,-0.17562304,1.3684238,1.3281319,1.7566677,0.62476236,0.40004566,-1.3301678,0.57372123
0.37912878,0.05200746,0.977967,1.3274628,0.9075357,1.7042298,1.1870888,1.0476158,-2.2229145,-0.41013077,-1.2467015,0.57372123
1.0018584,-0.9052578,1.1848518,-0.40627956,-0.34664813,-0.08673533,0.02348399,-0.29761392,-0.4895448,-0.14007197,-0.32857582,0.57372123
-1.489059,-0.7855997,-0.19438015,-0.9911565,-0.80271494,-1.0941532,-0.87566525,-0.8443085,0.50095046,-0.8827338,-0.5789738,0.57372123
-0.24360035,-0.0078215655,2.9088914,1.2021319,0.3659563,0.7527796,0.6052865,0.6963977,-1.3562297,1.8853695,-1.0797697,0.57372123
-0.5549651,-1.5633777,0.08146636,-0.74049497,-0.80271494,-0.4225413,-0.3996451,-1.2253476,0.74857426,1.1427076,1.2572769,0.57372123
-0.86632985,-1.0249159,-0.26334167,-0.6151642,-0.80271494,-0.47850892,-0.3114932,-1.3181288,-0.3657329,-1.0852779,0.5060836,0.57372123
-0.08791816,1.6075637,-2.056343,-0.6151642,0.7080065,-0.7583472,-0.50542736,0.9117617,1.6152592,0.4675607,-0.66244006,-1.743007
0.37912878,-0.6659414,-0.056456894,1.0976896,-0.51767325,1.5922945,1.23998,0.7295367,-0.6133582,0.12998705,-0.8293718,0.57372123
-0.32144144,0.17166568,1.0469285,1.2021319,0.42296478,0.7527796,0.35846114,0.6963977,-1.4800415,2.3579726,-1.0797697,0.57372123
-0.24360035,0.2314947,-0.19438015,1.7138993,-0.23263139,1.2005209,1.2928711,1.04098,-1.3562297,0.4675607,-0.8293718,0.57372123
1.235382,-0.0078215655,0.08146636,0.888805,-0.5746816,0.8647149,0.99315476,0.63011974,-0.860982,-0.8827338,-0.24511036,0.57372123
-0.94417095,-0.9052578,2.7020063,-0.8240488,2.7318032,-1.2060885,-1.0695994,-0.6620835,-0.6133582,-0.47764543,-0.5789738,0.57372123
-0.32144144,-0.9650869,0.35731265,-0.80316037,-0.03310217,0.92068255,0.67580795,-0.43015012,-0.860982,-0.5451603,-1.1632352,0.57372123
-0.78848875,-0.24713784,-0.7460728,-0.9076026,-0.68869823,0.025199985,-0.08229828,-1.9211478,-1.5419475,-0.74770445,1.4242085,0.57372123
-0.3992829,0.47081098,0.977967,0.888805,-0.061606303,2.0400357,2.0862381,1.2530458,0.06760877,-0.20758662,-1.2467015,0.57372123
-0.08791816,-0.12747979,-0.539188,1.5990129,-0.17562304,1.2005209,1.5573268,1.0940063,-0.7371701,-0.27510127,-1.4136332,0.57372123
-0.32144144,0.29132372,0.2193894,1.2856859,-0.34664813,1.4803592,1.8394128,1.011159,-0.922888,-0.005042669,-0.9963035,0.57372123
-0.3992829,-0.36679608,-0.26334167,-0.19739495,-0.14711891,-0.9262502,-0.41727546,-0.81448734,0.87238616,0.332531,1.1738106,0.57372123
-0.7106473,-0.6659414,-0.12541842,-0.7613834,-0.6601941,-0.8143149,-0.43490583,-1.3578837,0.37713853,-0.8827338,1.0903451,0.57372123
-0.5549651,-0.5462833,0.9090053,0.49192432,-0.23263139,1.2005209,1.2752408,0.35181546,-0.118109085,-0.005042669,-1.1632352,0.57372123
-0.5549651,-0.24713784,-0.3323032,-0.30183727,-0.51767325,0.36100593,-0.3291236,-1.4705325,-0.118109085,0.4675607,1.7580727,0.57372123
0.5348114,-1.3838905,1.1848518,-0.19739495,-0.23263139,-0.19867066,0.30557,-0.032541495,0.12951472,-0.74770445,0.088753894,0.57372123
-1.022012,-0.12747979,0.08146636,-0.6987181,-0.83121914,0.24907061,0.3937219,-1.7389228,0.93429214,-0.74770445,1.8415382,0.57372123
-0.3992829,-0.6061124,0.08146636,1.431905,-0.28963977,0.025199985,0.51713455,1.1934036,0.87238616,-0.8827338,-0.8293718,0.57372123
-0.32144144,-0.7855997,-0.056456894,-0.5316103,-0.28963977,0.52890897,0.094005495,-1.1259503,-0.922888,0.805134,0.33915108,0.57372123
-0.86632985,-0.36679608,-0.3323032,0.53370124,-0.23263139,0.5848766,0.816851,0.093359016,-0.05620313,-0.14007197,-0.49550834,0.57372123
0.6126525,-0.12747979,0.28835112,-0.17650652,-0.40365648,1.4243915,1.098937,-0.6289445,0.43904448,-0.41013077,1.2572769,0.57372123
-0.5549651,-0.12747979,-0.6081496,0.63814354,-0.14711891,-0.59044427,0.3937219,-0.13193871,-1.1705118,-0.74770445,0.17221937,0.57372123
1.78027,0.7101274,1.1848518,0.1785974,0.22343555,-1.4299592,-1.7395538,1.3590591,-0.05620313,1.3452519,0.42261735,-1.743007
0.5348114,-0.8454287,0.15042788,-0.88671416,-0.46066487,-0.08673533,0.041114364,-0.49640834,-0.4895448,-0.8152191,0.088753894,0.57372123
-0.010077068,0.7101274,2.2882369,1.0350242,-0.17562304,2.5437448,1.3457623,0.9614701,-0.3657329,-0.74770445,-1.4970995,0.57372123
1.6245878,0.2314947,1.11589,-0.3436142,2.1617196,-1.5418944,-1.8453361,0.35511357,0.06760877,0.26501635,2.258868,-1.743007
0.2234466,1.6075637,-0.40126494,-0.74049497,0.47997305,-0.36657363,-0.48779696,0.47108027,0.50095046,-0.005042669,-0.5789738,-1.743007
-0.24360035,-0.72577053,0.35731265,1.9958936,-0.09011054,1.5922945,1.098937,1.4915953,0.93429214,1.9528842,-0.8293718,0.57372123
0.45697027,1.2186747,-1.3667271,-0.6151642,0.3374523,-1.0941532,-1.422207,0.43132535,0.74857426,0.53507537,0.9234134,-1.743007
-0.32144144,1.3682472,-0.19438015,-0.67782956,-0.46066487,-0.87028253,-0.6817311,-0.29761392,0.62476236,1.4127666,-0.24511036,0.57372123
-0.24360035,1.0691017,-0.47022644,-0.5942758,0.7080065,-1.1501209,-1.3869463,0.7129672,1.4914472,-0.20758662,0.42261735,-1.743007
-0.477124,-0.5462833,0.28835112,0.55458975,-0.3181439,1.3124561,1.1341977,0.36506712,-0.860982,-0.74770445,-1.0797697,0.57372123
-0.08791816,-0.48645428,-0.88399595,0.5754781,-0.14711891,1.2564886,1.2576103,0.43132535,-0.3657329,-0.07255732,-0.66244006,0.57372123
-0.6328062,-1.0249159,0.012504628,-0.6360526,-0.23263139,0.5848766,1.4868053,-0.29761392,1.7390711,-0.20758662,-0.66244006,0.57372123
-0.24360035,-0.5462833,-0.19438015,-0.6360526,-0.51767325,-0.142703,-0.69936144,-1.2651025,-1.2943237,-1.1527926,1.0068789,0.57372123
1.235382,0.05200746,1.1848518,-0.9284912,-0.5746816,-0.9262502,-1.051969,-0.894017,-1.6038533,-1.3553368,0.0052876365,0.57372123
-1.5669005,-1.0249159,-0.3323032,-0.9911565,-0.7457066,-1.0941532,-0.8404045,-0.83437467,0.50095046,-0.8152191,-0.5789738,0.57372123
-1.022012,-0.36679608,0.4952357,-0.8449373,-0.7172025,0.92068255,0.5523953,-2.1000745,-0.860982,0.73761934,2.0084698,0.57372123
-0.08791816,-0.0078215655,-0.26334167,-0.7196065,0.73651075,0.025199985,-0.8404045,0.7427884,1.4295412,-0.34261614,-0.91283804,-1.743007
-0.78848875,-0.6659414,0.28835112,2.4554398,-0.489169,0.36100593,0.2526789,1.5777409,0.06760877,-0.6801896,-1.4136332,0.57372123
1.1575406,-0.0078215655,0.977967,1.7452321,-0.03310217,2.0960033,1.4515445,1.3590591,0.87238616,-1.0852779,-0.8293718,0.57372123
3.6484578,0.2314947,1.1848518,-0.57338727,1.1925775,-1.0381855,-1.2987944,1.8891841,-0.3657329,0.53507537,-0.1616441,-1.743007
-0.477124,0.41098195,-0.539188,-0.11384109,2.9028285,0.92068255,0.49950418,0.0039153416,-0.30382696,-0.27510127,-0.91283804,0.57372123
0.84617615,-1.2044032,0.15042788,-0.9076026,-0.40365648,-1.3180238,-1.2106425,-0.43015012,1.5533532,-0.8827338,-0.24511036,0.57372123
